"ID","State.Name","Year","Age","Incidence"
"73484a0","Idaho",2019,"85-89",5896.23067259659
"392f08c","Idaho",2019,"90-94",5185.14349597795
"f12f4cc","Indiana",1990,"65-69",4936.55859736113
"54c7000","Indiana",1990,"70-74",5061.21964999461
"4109982","Indiana",1990,"75-79",4535.30715662182
"a2dcc91","Indiana",1990,"80-84",3924.05490267848
"5485a9f","Indiana",1990,"85-89",3551.0147106596
"33385df","Indiana",1990,"90-94",3269.11173310342
"95ae6f7","Indiana",1991,"65-69",4500.31472656901
"a8b2646","Indiana",1991,"70-74",4637.95843347009
"827db9c","Indiana",1991,"75-79",4242.14467438514
"ab91afb","Indiana",1991,"80-84",3742.17527763305
"1118a52","Indiana",1991,"85-89",3401.8765245484
"4a661ac","Indiana",1991,"90-94",3143.6233055092
"9a3cddd","Indiana",1992,"65-69",4105.64157513485
"85b6f17","Indiana",1992,"70-74",4257.92783425994
"0e68148","Indiana",1992,"75-79",3983.10338315128
"48c2688","Indiana",1992,"80-84",3586.66135355268
"4b86f2e","Indiana",1992,"85-89",3276.27814700868
"3f27cef","Indiana",1992,"90-94",3040.69233434865
"b7e9428","Indiana",1993,"65-69",3777.35192216061
"bfd240c","Indiana",1993,"70-74",3942.35658747709
"aaeafb9","Indiana",1993,"75-79",3776.37288559521
"186208f","Indiana",1993,"80-84",3469.69896444649
"cebb84f","Indiana",1993,"85-89",3184.90975925314
"2705aa2","Indiana",1993,"90-94",2968.78608760595
"37d85ec","Indiana",1994,"65-69",3540.25840981078
"7421c8d","Indiana",1994,"70-74",3715.87440344419
"2eb32dd","Indiana",1994,"75-79",3639.11461962048
"49c6988","Indiana",1994,"80-84",3403.46619441353
"bad3230","Indiana",1994,"85-89",3133.05554261792
"03238f2","Indiana",1994,"90-94",2935.86093147855
"2af74e8","Indiana",1995,"65-69",3419.08001286409
"701d50a","Indiana",1995,"70-74",3602.25793416492
"74e19e5","Indiana",1995,"75-79",3587.62349687255
"0278fda","Indiana",1995,"80-84",3402.41159106314
"82cb83a","Indiana",1995,"85-89",3134.64062480052
"03863fd","Indiana",1995,"90-94",2948.19283331966
"ab7ecd4","Indiana",1996,"65-69",3376.51910954418
"71d4e8f","Indiana",1996,"70-74",3566.29063019841
"ae2db70","Indiana",1996,"75-79",3598.35920581861
"bd4931d","Indiana",1996,"80-84",3444.14568585968
"477e0fc","Indiana",1996,"85-89",3185.35395013039
"54552a7","Indiana",1996,"90-94",3011.65321688334
"c6e48c1","Indiana",1997,"65-69",3354.9555501829
"2ca2487","Indiana",1997,"70-74",3555.10182078156
"74b748c","Indiana",1997,"75-79",3630.75487269768
"701c836","Indiana",1997,"80-84",3499.97371021506
"d373108","Indiana",1997,"85-89",3262.14071465124
"fe70978","Indiana",1997,"90-94",3106.40708028961
"1edbe57","Indiana",1998,"65-69",3349.04145034778
"64da300","Indiana",1998,"70-74",3563.68109542275
"32edf9e","Indiana",1998,"75-79",3677.02488359238
"96fe4f1","Indiana",1998,"80-84",3566.2536264148
"189c7b2","Indiana",1998,"85-89",3348.42667075456
"16c91a8","Indiana",1998,"90-94",3210.61899451555
"ce217f2","Indiana",1999,"65-69",3353.44192927816
"e3d66a9","Indiana",1999,"70-74",3586.28722587892
"51a2402","Indiana",1999,"75-79",3735.53524585797
"d41e0da","Indiana",1999,"80-84",3637.61923931092
"ed1b214","Indiana",1999,"85-89",3426.66244709609
"72c84c7","Indiana",1999,"90-94",3296.50831843478
"e0a9ba6","Indiana",2000,"65-69",3363.1379526069
"46ed788","Indiana",2000,"70-74",3616.64442877916
"64309c8","Indiana",2000,"75-79",3802.83425640046
"fa5eebf","Indiana",2000,"80-84",3707.79678243998
"fd1a645","Indiana",2000,"85-89",3481.40412210591
"7276345","Indiana",2000,"90-94",3344.03748320432
"8823c35","Indiana",2001,"65-69",3374.02855356776
"7f81d34","Indiana",2001,"70-74",3656.3150316699
"0064e93","Indiana",2001,"75-79",3881.14382850812
"3277b04","Indiana",2001,"80-84",3784.23863086222
"0204f16","Indiana",2001,"85-89",3521.542936198
"e37a1cb","Indiana",2001,"90-94",3366.20338584026
"714f1ad","Indiana",2002,"65-69",3387.34996113083
"027aff8","Indiana",2002,"70-74",3704.15910477937
"041dff8","Indiana",2002,"75-79",3972.26315253535
"3fa59db","Indiana",2002,"80-84",3873.52744145559
"57a1fd8","Indiana",2002,"85-89",3574.06754926466
"69c0e9c","Indiana",2002,"90-94",3391.96023225634
"5e1d1f2","Indiana",2003,"65-69",3404.90096783338
"5c40701","Indiana",2003,"70-74",3754.48363408799
"d72820d","Indiana",2003,"75-79",4068.22248411647
"746febb","Indiana",2003,"80-84",3968.92673014626
"9beeb4e","Indiana",2003,"85-89",3641.71146813296
"72c740d","Indiana",2003,"90-94",3425.15934370494
"79f944a","Indiana",2004,"65-69",3428.38978054722
"82d6b93","Indiana",2004,"70-74",3801.50010432249
"08cdf78","Indiana",2004,"75-79",4160.92532963247
"c96a8e1","Indiana",2004,"80-84",4071.63250112224
"a9c4b7b","Indiana",2004,"85-89",3723.55269787582
"64027cd","Indiana",2004,"90-94",3471.67870987421
"e6897fd","Indiana",2005,"65-69",3459.85180042147
"7ab35e0","Indiana",2005,"70-74",3839.64831315619
"6c815e5","Indiana",2005,"75-79",4241.61304206116
"9f4dc0b","Indiana",2005,"80-84",4181.53239656174
"6a527bb","Indiana",2005,"85-89",3816.82986040602
"54a7689","Indiana",2005,"90-94",3540.26374443096
"d4fdddf","Indiana",2006,"65-69",3668.36578694483
"289c2d2","Indiana",2006,"70-74",4120.76219641979
"e182449","Indiana",2006,"75-79",4644.99094974967
"58ca0e1","Indiana",2006,"80-84",4622.855469153
"3e2b023","Indiana",2006,"85-89",4170.64052584109
"53f5f43","Indiana",2006,"90-94",3797.96964424393
"0adb7ba","Indiana",2007,"65-69",4125.22724055621
"598a89d","Indiana",2007,"70-74",4761.50596607917
"0157512","Indiana",2007,"75-79",5513.03101760912
"a9283c7","Indiana",2007,"80-84",5521.00759514063
"20a85d3","Indiana",2007,"85-89",4876.51634993297
"38bd04b","Indiana",2007,"90-94",4305.22829349959
"9ab7b59","Indiana",2008,"65-69",4685.60018763327
"95dfdde","Indiana",2008,"70-74",5551.73488781829
"4a0e45b","Indiana",2008,"75-79",6552.63283679612
"d824c38","Indiana",2008,"80-84",6570.82696212353
"ee35cfa","Indiana",2008,"85-89",5693.57352664038
"8ad4962","Indiana",2008,"90-94",4897.08036809004
"b544abe","Indiana",2009,"65-69",5205.36314232457
"7f74934","Indiana",2009,"70-74",6279.52617372976
"0233447","Indiana",2009,"75-79",7469.86486235911
"32bbaca","Indiana",2009,"80-84",7466.09421407988
"90b10a2","Indiana",2009,"85-89",6392.23191077026
"f5901e6","Indiana",2009,"90-94",5404.78762228891
"7224027","Indiana",2010,"65-69",5539.18918702699
"e006329","Indiana",2010,"70-74",6732.87353192783
"6011e20","Indiana",2010,"75-79",7972.1480743806
"99ee8d4","Indiana",2010,"80-84",7898.07897639365
"8e77fdf","Indiana",2010,"85-89",6739.35307943878
"31dc654","Indiana",2010,"90-94",5661.6436419051
"a15e713","Indiana",2011,"65-69",5724.43239462116
"6eb6da7","Indiana",2011,"70-74",6957.68185750877
"df15214","Indiana",2011,"75-79",8132.00348457291
"77dc7c5","Indiana",2011,"80-84",7971.53133753907
"246dd64","Indiana",2011,"85-89",6799.17308009422
"e933e0a","Indiana",2011,"90-94",5705.6602084746
"16d6a8b","Indiana",2012,"65-69",5891.87282395169
"4f75d8c","Indiana",2012,"70-74",7147.94266156563
"59f834f","Indiana",2012,"75-79",8240.90210155814
"aeb4345","Indiana",2012,"80-84",8004.12551645035
"3b881b2","Indiana",2012,"85-89",6815.11724803729
"e5b2403","Indiana",2012,"90-94",5702.30684795296
"4052ad4","Indiana",2013,"65-69",6036.94333398609
"bbe1228","Indiana",2013,"70-74",7313.29271123502
"920d342","Indiana",2013,"75-79",8327.43638617329
"14e8b7c","Indiana",2013,"80-84",8019.94950940893
"fcbe263","Indiana",2013,"85-89",6812.8939709194
"013a968","Indiana",2013,"90-94",5676.82298196375
"a27f764","Indiana",2014,"65-69",6154.57364646117
"d93f273","Indiana",2014,"70-74",7463.29235111767
"e850f86","Indiana",2014,"75-79",8418.55292976782
"9ab38a0","Indiana",2014,"80-84",8043.27195962073
"f53f689","Indiana",2014,"85-89",6817.79099096077
"f46c5db","Indiana",2014,"90-94",5664.59893795933
"6ff5409","Indiana",2015,"65-69",6241.00704216835
"752d745","Indiana",2015,"70-74",7607.06730835618
"5a28c59","Indiana",2015,"75-79",8542.35499507679
"e933eb9","Indiana",2015,"80-84",8098.73729370908
"2d29b23","Indiana",2015,"85-89",6852.43824299441
"4391270","Indiana",2015,"90-94",5696.06797481867
"5ba4a7f","Indiana",2016,"65-69",6305.38310254812
"e164635","Indiana",2016,"70-74",7795.80350552644
"066fc2b","Indiana",2016,"75-79",8909.85269323015
"b65f37c","Indiana",2016,"80-84",8529.6181099346
"a35dda1","Indiana",2016,"85-89",7238.42259357943
"dfcd8a2","Indiana",2016,"90-94",6046.70276995174
"2a93230","Indiana",2017,"65-69",6331.24351625238
"8b386a3","Indiana",2017,"70-74",7907.13557712423
"b410d39","Indiana",2017,"75-79",9200.19909498127
"6186fdf","Indiana",2017,"80-84",8923.54135414221
"eaf9261","Indiana",2017,"85-89",7593.53907522722
"315f1ee","Indiana",2017,"90-94",6382.49174582012
"85edb9b","Indiana",2018,"65-69",6174.86160845721
"9b05916","Indiana",2018,"70-74",7622.80172880227
"90f149b","Indiana",2018,"75-79",8759.37338769936
"7185780","Indiana",2018,"80-84",8442.02623602893
"5d630c6","Indiana",2018,"85-89",7200.13280445257
"3b32e41","Indiana",2018,"90-94",6102.02155681628
"0a149f9","Indiana",2019,"65-69",5819.45342865575
"d327647","Indiana",2019,"70-74",6939.98941005429
"a5c7e72","Indiana",2019,"75-79",7635.89496951543
"408ffbe","Indiana",2019,"80-84",7177.80007253225
"d6eee2e","Indiana",2019,"85-89",6169.57075149725
"c305cda","Indiana",2019,"90-94",5308.23465373409
"5070bdf","Iowa",1990,"65-69",4567.42851284224
"8f82c6f","Iowa",1990,"70-74",4723.20715103967
"4d6b819","Iowa",1990,"75-79",4290.86728817293
"6a50d2c","Iowa",1990,"80-84",3750.03536310868
"d906f1c","Iowa",1990,"85-89",3394.15326914232
"aa52649","Iowa",1990,"90-94",3133.18710694599
"2572804","Iowa",1991,"65-69",4170.42151713032
"a7d6d95","Iowa",1991,"70-74",4338.00958150289
"f14c62f","Iowa",1991,"75-79",4025.23541677023
"27cdf7f","Iowa",1991,"80-84",3587.00992879683
"adf455e","Iowa",1991,"85-89",3270.74758457211
"cd077db","Iowa",1991,"90-94",3042.25389276363
"b5c8936","Iowa",1992,"65-69",3811.06881597041
"d728496","Iowa",1992,"70-74",3991.60909690228
"75748d0","Iowa",1992,"75-79",3786.90195912405
"04cbbbf","Iowa",1992,"80-84",3447.38961649765
"42f29b8","Iowa",1992,"85-89",3165.63092851881
"9c9d53e","Iowa",1992,"90-94",2967.96810283427
"579e48b","Iowa",1993,"65-69",3510.80911934453
"ecbd825","Iowa",1993,"70-74",3703.87789677377
"ec96c99","Iowa",1993,"75-79",3594.67277765293
"ee90544","Iowa",1993,"80-84",3338.90640245033
"a28219d","Iowa",1993,"85-89",3089.71191840676
"23d6611","Iowa",1993,"90-94",2916.45221027874
"e34947e","Iowa",1994,"65-69",3291.56572379477
"e017e12","Iowa",1994,"70-74",3496.27286863656
"1f2b457","Iowa",1994,"75-79",3464.24976620545
"85eab17","Iowa",1994,"80-84",3275.22597318609
"9b08438","Iowa",1994,"85-89",3048.04538303695
"a096f45","Iowa",1994,"90-94",2892.99012355187
"e3e0aba","Iowa",1995,"65-69",3175.15886010914
"aa0e80c","Iowa",1995,"70-74",3386.83446862262
"f02e726","Iowa",1995,"75-79",3413.11625040079
"412de4e","Iowa",1995,"80-84",3270.55836112354
"0850198","Iowa",1995,"85-89",3051.71854201978
"bbcb2d9","Iowa",1995,"90-94",2903.94608489875
"6aaa4e1","Iowa",1996,"65-69",3128.784678449
"5090345","Iowa",1996,"70-74",3345.72704448318
"3b77c23","Iowa",1996,"75-79",3414.45793358875
"432c9b0","Iowa",1996,"80-84",3304.62078699504
"cf7f31e","Iowa",1996,"85-89",3090.29148867467
"d247d02","Iowa",1996,"90-94",2949.40328829003
"6a04b52","Iowa",1997,"65-69",3101.65387179105
"bb71463","Iowa",1997,"70-74",3325.29567895327
"53e961b","Iowa",1997,"75-79",3428.65931034525
"b70bcd7","Iowa",1997,"80-84",3343.21115552103
"2955042","Iowa",1997,"85-89",3148.51576762188
"2426f26","Iowa",1997,"90-94",3016.12091644292
"24c643d","Iowa",1998,"65-69",3090.82659335562
"58fda51","Iowa",1998,"70-74",3321.41749808091
"58fd484","Iowa",1998,"75-79",3454.50471234099
"e69188e","Iowa",1998,"80-84",3388.32716327244
"4c10424","Iowa",1998,"85-89",3210.62317301867
"1657f95","Iowa",1998,"90-94",3091.60965048313
"d76a3cb","Iowa",1999,"65-69",3092.10626448721
"9136686","Iowa",1999,"70-74",3332.06855113709
"468acd9","Iowa",1999,"75-79",3493.15113891558
"3c46111","Iowa",1999,"80-84",3438.80267866157
"959f920","Iowa",1999,"85-89",3266.01075114089
"108800c","Iowa",1999,"90-94",3157.05186059963
"95049ea","Iowa",2000,"65-69",3102.36269736912
"d0def14","Iowa",2000,"70-74",3354.67280765401
"feb9f71","Iowa",2000,"75-79",3539.98401457336
"0e18718","Iowa",2000,"80-84",3495.00627573563
"b3599c4","Iowa",2000,"85-89",3304.5107960498
"585317d","Iowa",2000,"90-94",3198.26262547686
"03cae9d","Iowa",2001,"65-69",3118.16283299802
"6f87a96","Iowa",2001,"70-74",3389.06563735518
"eb6666d","Iowa",2001,"75-79",3600.37648531378
"58dfc9b","Iowa",2001,"80-84",3555.14621044975
"0170268","Iowa",2001,"85-89",3337.28114930067
"47659a3","Iowa",2001,"90-94",3215.36710003669
"85ed07a","Iowa",2002,"65-69",3138.91653798874
"db4cba1","Iowa",2002,"70-74",3429.46986522913
"86da1aa","Iowa",2002,"75-79",3671.32420696293
"a70ed63","Iowa",2002,"80-84",3617.64893465615
"d2f8632","Iowa",2002,"85-89",3377.18857488854
"3dae171","Iowa",2002,"90-94",3231.05001071088
"b9dd63c","Iowa",2003,"65-69",3162.62400967184
"3745cbf","Iowa",2003,"70-74",3471.59692759973
"a88bd62","Iowa",2003,"75-79",3744.11749985492
"21c5237","Iowa",2003,"80-84",3684.63825700395
"5775078","Iowa",2003,"85-89",3426.10836108742
"de0b0a0","Iowa",2003,"90-94",3248.15357170465
"2487402","Iowa",2004,"65-69",3188.09431196612
"fa35710","Iowa",2004,"70-74",3508.20515439081
"a9dfdfd","Iowa",2004,"75-79",3813.54402009374
"c1b65d1","Iowa",2004,"80-84",3761.66602882573
"7fe85d7","Iowa",2004,"85-89",3482.42500484056
"d62e55a","Iowa",2004,"90-94",3273.45211217187
"6481fd2","Iowa",2005,"65-69",3213.7768075304
"a68e890","Iowa",2005,"70-74",3534.16294462628
"26f549d","Iowa",2005,"75-79",3873.2085560352
"f557018","Iowa",2005,"80-84",3846.39655460958
"ff1c1a5","Iowa",2005,"85-89",3547.01599961162
"0448f12","Iowa",2005,"90-94",3314.37599593228
"8f14803","Iowa",2006,"65-69",3366.47790611222
"ca61d47","Iowa",2006,"70-74",3737.7649668547
"8ce4315","Iowa",2006,"75-79",4166.30191228054
"1318f4f","Iowa",2006,"80-84",4175.79014991359
"e12832a","Iowa",2006,"85-89",3804.00763956899
"3c6c04a","Iowa",2006,"90-94",3507.14042167114
"0689b46","Iowa",2007,"65-69",3701.50815449123
"95dd574","Iowa",2007,"70-74",4208.48644409482
"4fa925b","Iowa",2007,"75-79",4792.84458288213
"bd79d1d","Iowa",2007,"80-84",4834.85207329914
"1f741f2","Iowa",2007,"85-89",4320.84577247445
"7039cee","Iowa",2007,"90-94",3893.06089501541
"c029e9b","Iowa",2008,"65-69",4110.19421927982
"2a0e3a1","Iowa",2008,"70-74",4785.94453798913
"4f68bf9","Iowa",2008,"75-79",5544.29979120783
"5fd4106","Iowa",2008,"80-84",5602.40188780266
"5cc8198","Iowa",2008,"85-89",4926.22158263785
"46bf0d9","Iowa",2008,"90-94",4348.59317768514
"312888c","Iowa",2009,"65-69",4484.19620857148
"0ab93f3","Iowa",2009,"70-74",5311.94821523333
"dff245f","Iowa",2009,"75-79",6206.37699599664
"1037e77","Iowa",2009,"80-84",6262.05335569678
"a242dab","Iowa",2009,"85-89",5455.67121419489
"c9f4532","Iowa",2009,"90-94",4747.26591756213
"eade60a","Iowa",2010,"65-69",4714.56099130631
"45a6812","Iowa",2010,"70-74",5627.28139886911
"573a549","Iowa",2010,"75-79",6569.99356818265
"c78115e","Iowa",2010,"80-84",6595.25717065497
"b40687a","Iowa",2010,"85-89",5733.32470082053
"0c581da","Iowa",2010,"90-94",4967.09792027219
"18aaa15","Iowa",2011,"65-69",4825.78490653468
"ff7363d","Iowa",2011,"70-74",5765.04511365479
"9c242bb","Iowa",2011,"75-79",6683.77602998383
"1071dbf","Iowa",2011,"80-84",6671.93342515265
"a9f1070","Iowa",2011,"85-89",5804.65293321834
"1e6332b","Iowa",2011,"90-94",5027.29694331172
"eb470b7","Iowa",2012,"65-69",4918.31323555908
"a900128","Iowa",2012,"70-74",5873.70128982142
"0acdd9f","Iowa",2012,"75-79",6761.03910112518
"8531acd","Iowa",2012,"80-84",6708.20359108906
"49147bc","Iowa",2012,"85-89",5836.97436405104
"0f223d6","Iowa",2012,"90-94",5044.34937722167
"f239aa1","Iowa",2013,"65-69",4998.13370641547
"897d16f","Iowa",2013,"70-74",5965.34255169132
"990b8fb","Iowa",2013,"75-79",6818.10192677593
"ffc8bb6","Iowa",2013,"80-84",6730.72909430772
"3448f0d","Iowa",2013,"85-89",5848.45541566367
"361bfc9","Iowa",2013,"90-94",5043.67567907833
"76d8063","Iowa",2014,"65-69",5070.76505769646
"0e8ff52","Iowa",2014,"70-74",6051.75423373833
"b204ae4","Iowa",2014,"75-79",6877.72618013593
"fb572d8","Iowa",2014,"80-84",6757.67589758714
"c3d294f","Iowa",2014,"85-89",5866.08912260692
"cf3e243","Iowa",2014,"90-94",5056.516840951
"1e21987","Iowa",2015,"65-69",5141.00831155716
"ca6fca6","Iowa",2015,"70-74",6145.19244267412
"abf5cfc","Iowa",2015,"75-79",6960.27246755234
"2c020db","Iowa",2015,"80-84",6814.95860108711
"bee5bb5","Iowa",2015,"85-89",5914.6019863034
"83e6bc7","Iowa",2015,"90-94",5104.68035912736
"002e2f9","Iowa",2016,"65-69",5236.66965987052
"66347ae","Iowa",2016,"70-74",6302.78918071063
"d263923","Iowa",2016,"75-79",7202.50357663868
"9b94b85","Iowa",2016,"80-84",7122.9521933873
"3a4171e","Iowa",2016,"85-89",6226.44250593963
"c92bf8b","Iowa",2016,"90-94",5420.58529296609
"43a2a76","Iowa",2017,"65-69",5304.61833365058
"759ad4c","Iowa",2017,"70-74",6413.08569293277
"1f50dea","Iowa",2017,"75-79",7395.27183435226
"f88e6bf","Iowa",2017,"80-84",7396.34767415566
"d6b1f38","Iowa",2017,"85-89",6499.54910660575
"dbf316c","Iowa",2017,"90-94",5720.03199302499
"40a31e3","Iowa",2018,"65-69",5232.30713555415
"4ccd826","Iowa",2018,"70-74",6270.86350996377
"91cc35a","Iowa",2018,"75-79",7166.41420364259
"6f382d8","Iowa",2018,"80-84",7125.25846666806
"282ef13","Iowa",2018,"85-89",6270.00457413931
"8bc3333","Iowa",2018,"90-94",5554.45130933228
"ae0ba3e","Iowa",2019,"65-69",5028.49901743055
"4fbd2d1","Iowa",2019,"70-74",5898.95949109191
"c42e884","Iowa",2019,"75-79",6565.75802971115
"6a57e78","Iowa",2019,"80-84",6391.82635275355
"83efe67","Iowa",2019,"85-89",5623.23204885404
"69d3cde","Iowa",2019,"90-94",5017.39527333177
"2215e70","Michigan",1990,"65-69",4802.76039269045
"3f69b2a","Michigan",1990,"70-74",4966.80039435805
"226e614","Michigan",1990,"75-79",4466.55269293367
"8eddcb2","Michigan",1990,"80-84",3855.0006408087
"67a6944","Michigan",1990,"85-89",3495.78181053747
"cf96ce6","Michigan",1990,"90-94",3211.9839802008
"41e2627","Michigan",1991,"65-69",4372.68151825837
"8a2c799","Michigan",1991,"70-74",4540.12369885906
"f890301","Michigan",1991,"75-79",4173.87122630978
"5eef8df","Michigan",1991,"80-84",3670.94931350912
"d5888d5","Michigan",1991,"85-89",3345.73489424915
"a0593d1","Michigan",1991,"90-94",3085.06870161572
"49adef5","Michigan",1992,"65-69",3982.71485992665
"8b190f0","Michigan",1992,"70-74",4155.51507617145
"a770dbe","Michigan",1992,"75-79",3912.53400816609
"9fd1718","Michigan",1992,"80-84",3515.12359554312
"fbd43c0","Michigan",1992,"85-89",3215.2444263964
"98f203e","Michigan",1992,"90-94",2981.49504012667
"fd30e06","Michigan",1993,"65-69",3658.30270167985
"aa32281","Michigan",1993,"70-74",3838.26177600543
"d72826e","Michigan",1993,"75-79",3701.68312592356
"ffb4749","Michigan",1993,"80-84",3395.98450398099
"048c3de","Michigan",1993,"85-89",3117.06436394827
"e5614a0","Michigan",1993,"90-94",2905.98658616746
"a6a9732","Michigan",1994,"65-69",3424.92455404928
"e50138f","Michigan",1994,"70-74",3611.88915635958
"cb3488a","Michigan",1994,"75-79",3559.82217709689
"2a2e8c1","Michigan",1994,"80-84",3327.39437033628
"fd7832a","Michigan",1994,"85-89",3058.69473482408
"aff80ba","Michigan",1994,"90-94",2867.79925901159
"2d07969","Michigan",1995,"65-69",3308.05618818796
"69a27c7","Michigan",1995,"70-74",3501.34093625045
"bbb2ab2","Michigan",1995,"75-79",3506.4087397133
"8847e0b","Michigan",1995,"80-84",3320.81798941557
"a35dd00","Michigan",1995,"85-89",3052.53940002372
"3e59007","Michigan",1995,"90-94",2872.82457440386
"43d3714","Michigan",1996,"65-69",3270.28795479647
"6a50098","Michigan",1996,"70-74",3467.96548331788
"118c681","Michigan",1996,"75-79",3512.00206291346
"8bb07f9","Michigan",1996,"80-84",3358.8755668168
"e8936e7","Michigan",1996,"85-89",3091.51464674604
"0db075f","Michigan",1996,"90-94",2921.89899992456
"42ac50d","Michigan",1997,"65-69",3253.15823596417
"2409cde","Michigan",1997,"70-74",3455.35020524789
"f569218","Michigan",1997,"75-79",3531.84591301564
"74ded10","Michigan",1997,"80-84",3411.05045599435
"904cbf8","Michigan",1997,"85-89",3158.23524373854
"9fc9dad","Michigan",1997,"90-94",2995.47346109666
"3012ec8","Michigan",1998,"65-69",3251.22426073419
"cb672a6","Michigan",1998,"70-74",3459.29985639086
"9247a12","Michigan",1998,"75-79",3565.63845049603
"42188c5","Michigan",1998,"80-84",3471.39721643932
"76a8c1d","Michigan",1998,"85-89",3232.938293175
"eb138b1","Michigan",1998,"90-94",3076.61205234766
"5b4121a","Michigan",1999,"65-69",3258.70048411899
"5ad640b","Michigan",1999,"70-74",3476.43686777184
"98739c9","Michigan",1999,"75-79",3610.13699604533
"c21046b","Michigan",1999,"80-84",3533.73934509687
"b047c50","Michigan",1999,"85-89",3300.59645681788
"8742443","Michigan",1999,"90-94",3143.94488487892
"ed27918","Michigan",2000,"65-69",3270.25339035469
"5f722ba","Michigan",2000,"70-74",3503.30739957273
"820df16","Michigan",2000,"75-79",3664.88778710601
"b1d3cc0","Michigan",2000,"80-84",3592.50670024665
"a1afc84","Michigan",2000,"85-89",3344.66638925311
"727a0e3","Michigan",2000,"90-94",3181.49090266772
"2c148ec","Michigan",2001,"65-69",3285.78588966334
"8c0291c","Michigan",2001,"70-74",3544.3240914501
"fa2365f","Michigan",2001,"75-79",3736.46268066104
"a0dafa0","Michigan",2001,"80-84",3651.54989073705
"2d3d710","Michigan",2001,"85-89",3372.0506521975
"4504b95","Michigan",2001,"90-94",3186.79798684024
"fbe8a5c","Michigan",2002,"65-69",3308.06785734708
"885b18d","Michigan",2002,"70-74",3598.84216227954
"5269397","Michigan",2002,"75-79",3824.88774468921
"bb35ac6","Michigan",2002,"80-84",3715.57540419273
"c970941","Michigan",2002,"85-89",3401.68529225501
"0bd414d","Michigan",2002,"90-94",3185.04405831735
"aac3f9b","Michigan",2003,"65-69",3335.05172008647
"8e3f5f1","Michigan",2003,"70-74",3657.9493662901
"a4a762c","Michigan",2003,"75-79",3916.47908391739
"8a1a668","Michigan",2003,"80-84",3784.88858464711
"039941b","Michigan",2003,"85-89",3437.98196545503
"eddab7a","Michigan",2003,"90-94",3186.7581076425
"11da40c","Michigan",2004,"65-69",3364.6310038768
"bd70a22","Michigan",2004,"70-74",3711.08424608214
"f2659b3","Michigan",2004,"75-79",3998.85808531978
"9892422","Michigan",2004,"80-84",3856.85228189232
"a6479ac","Michigan",2004,"85-89",3486.32249034202
"016a9a0","Michigan",2004,"90-94",3207.68001075089
"beaf342","Michigan",2005,"65-69",3394.97118454251
"85057d0","Michigan",2005,"70-74",3748.41166841573
"d696fc1","Michigan",2005,"75-79",4059.86959545467
"a38f627","Michigan",2005,"80-84",3932.34526267547
"55c3add","Michigan",2005,"85-89",3552.66208222151
"713e4a6","Michigan",2005,"90-94",3260.13715862995
"4b19397","Michigan",2006,"65-69",3585.89684048688
"2eb5c1d","Michigan",2006,"70-74",3996.55659988682
"77fdd84","Michigan",2006,"75-79",4395.91263967692
"3e45b71","Michigan",2006,"80-84",4293.14632860985
"7729367","Michigan",2006,"85-89",3852.43479665841
"5952f8c","Michigan",2006,"90-94",3496.24683691329
"182e58e","Michigan",2007,"65-69",4009.68315434655
"a60f862","Michigan",2007,"70-74",4567.29326926805
"1d34719","Michigan",2007,"75-79",5142.98449100255
"8d148bc","Michigan",2007,"80-84",5052.83276045491
"659a9fa","Michigan",2007,"85-89",4460.82498201185
"f2227ca","Michigan",2007,"90-94",3959.26510084171
"4beb89a","Michigan",2008,"65-69",4533.84109061894
"df22f81","Michigan",2008,"70-74",5277.12558288915
"5165478","Michigan",2008,"75-79",6052.36724095961
"314fc14","Michigan",2008,"80-84",5954.10152184846
"6453022","Michigan",2008,"85-89",5180.01872904332
"786efa0","Michigan",2008,"90-94",4500.61240935338
"9424999","Michigan",2009,"65-69",5025.56923720923
"e8b3c3f","Michigan",2009,"70-74",5941.71881815079
"f3818af","Michigan",2009,"75-79",6872.62341300018
"c63445a","Michigan",2009,"80-84",6739.81981554506
"5c602c4","Michigan",2009,"85-89",5807.639770235
"cebe1c8","Michigan",2009,"90-94",4974.05361208648
"54ec61e","Michigan",2010,"65-69",5351.77166917871
"bc1c66a","Michigan",2010,"70-74",6375.7870340988
"a69870e","Michigan",2010,"75-79",7355.51425671314
"35177d3","Michigan",2010,"80-84",7152.69325754112
"4d3dea3","Michigan",2010,"85-89",6145.12694277913
"1660084","Michigan",2010,"90-94",5234.54931254004
"de9bfc8","Michigan",2011,"65-69",5533.85857629392
"2a91846","Michigan",2011,"70-74",6605.55574592426
"dda1468","Michigan",2011,"75-79",7544.2891924491
"95a2480","Michigan",2011,"80-84",7259.508314186
"61dc9c8","Michigan",2011,"85-89",6235.3346616508
"ee98889","Michigan",2011,"90-94",5306.3348299154
"84111cb","Michigan",2012,"65-69",5687.20488383529
"bb7ff20","Michigan",2012,"70-74",6792.78895199702
"56d9dae","Michigan",2012,"75-79",7675.29630480807
"f33be76","Michigan",2012,"80-84",7315.73699588886
"a27fe73","Michigan",2012,"85-89",6278.36734335338
"880700e","Michigan",2012,"90-94",5328.208148957
"6768cc7","Michigan",2013,"65-69",5820.16571542627
"c8fac53","Michigan",2013,"70-74",6955.86383416409
"108ba51","Michigan",2013,"75-79",7783.21543266611
"5a4d3af","Michigan",2013,"80-84",7356.04030803423
